id;commit_hash;file;heuristic;refactoring_type;is_floss;project
173;e01ccf14711bfcb6b0c2fb5ec4bf541e8e78b721;src/test/java/org/junit/tests/experimental/rules/ExpectedExceptionRuleTest.java;true positive;none;not_floss;junit4
174;e01ccf14711bfcb6b0c2fb5ec4bf541e8e78b721;src/main/java/org/junit/rules/ExpectedException.java;ordering conflict;none;not_floss;junit4
175;4c8d3ff5ea9d1556bf05af6262ee58f65984e22f;src/main/java/junit/runner/Version.java;true positive;none;not_floss;junit4
176;e76c5f0fe7e1e2034765fd80cd7556b6bfc82345;src/main/java/junit/runner/Version.java;true positive;none;not_floss;junit4
177;e55796904be214741701070b723acd895b25e995;src/main/java/org/junit/rules/TemporaryFolder.java;true positive;change method declaration;floss;junit4
178;e55796904be214741701070b723acd895b25e995;src/main/java/org/junit/runners/Parameterized.java;formatting conflict;none;not_floss;junit4
179;c396cff8a7216e718c0a203a5829b25538964dd5;src/main/java/junit/runner/Version.java;true positive;none;not_floss;junit4
180;d6ccf5b0fa4e0d62eac42425a593b870af1247bd;src/main/java/org/junit/runners/ParentRunner.java;true positive;none;not_floss;junit4
181;d6ccf5b0fa4e0d62eac42425a593b870af1247bd;src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java;ordering conflict;none;not_floss;junit4
182;d6ccf5b0fa4e0d62eac42425a593b870af1247bd;src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java;true positive;change method declaration;floss;junit4
